Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Shown on Collection Page (product.metafields.custom.shown_on_collection_page),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color Family (product.metafields.product.color_family),Style Family (product.metafields.product.style_name),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,generated_tags
handker-bandanas-no-069-snakes-pink,Handker Bandanas - No. 069 Snakes Pink,"Color: Pink, green, and red snake illustration 

Material: 100% premium cotton

Sizing: 22x22 inches

Designed in the U.S.

Hand screen-printed in India

A bandana can be used in so many different ways! Use it as a handkerchief on hikes, wear it in your hair or on your clothes to spice up an outfit, or tie it around your pup's neck to make them look dashing. Have fun with it!",Handker Bandanas,,,PCM Accessories,False,Title,Default Title,,,,,,,,HB-SNAKE,42.5242846875,shopify,deny,manual,21.0,,True,True,,,,,'72467947,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/a7b55f5d5c66c0b5535ab2c4406bcd994aca4e7e379936e0f3449e05253cfeb6.png?v=1770056410,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,9.5,active,"type:monitor, type:bandana, material:cotton, pattern:printed, use:everyday, use:outdoor, intent:sustainable-choice, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:snake-illustration-material, color:snakes-pink-color, attr:handker, attr:red-snake-illustration, attr:illustration-material, attr:designed, ai-flag:schema-complete"
handker-bandanas-no-081-martha-bandana,Handker Bandanas - No. 081 Martha Bandana,"Meet No. 081 Martha. Her friends call her MJ and she's down to dish. Whether it's over the phone or at the beauty parlor, she's gonna have a hilarious story to tell. Don't have a minute? She'll send you a letter. And if you want the real dirt, make sure to sweeten her up with a diet cola first.

Color and Pattern: Tan with orange and green flowers

Material: 100% premium cotton

Sizing: 22x22 inches

Designed in the U.S.

Hand screen-printed in India

A bandana can be used in so many different ways! Use it as a handkerchief on hikes, wear it in your hair or on your clothes to spice up an outfit, or tie it around your pup's neck to make them look dashing. Have fun with it!",Handker Bandanas,,,PCM Accessories,False,Title,Default Title,,,,,,,,HB-MRTH,42.5242846875,shopify,deny,manual,21.0,,True,True,,,,,'72369643,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/7ff159f39c22d62ace2145ca4cbeb0f70d583c8b4204258496ce74ea924c8ed9.png?v=1770056408,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,9.5,active,"type:phone, type:monitor, type:bandana, material:cotton, pattern:floral, pattern:printed, use:everyday, use:outdoor, intent:sustainable-choice, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:martha, attr:handker, attr:designed, color:color, attr:premium, attr:hair, ai-flag:schema-complete"
handker-bandanas-no-077-cherry-bandana,Handker Bandanas - No. 077 Cherry Bandana,"Meet No. 077 Cherry. Call her Lady Luck because her retirement was earned at the slot machine. And you can find her there every Tuesday, ""the luckiest day of the week"" according to her psychic. She'll be dressed to the nines, with a bourbon in her hand, flirting with any man who walks by.

Color and Pattern: Peachy pink with red cherries and green-blue stems

Material: 100% premium cotton

Sizing: 22x22 inches

Designed in the U.S.

Hand screen-printed in India

A bandana can be used in so many different ways! Use it as a handkerchief on hikes, wear it in your hair or on your clothes to spice up an outfit, or tie it around your pup's neck to make them look dashing. Have fun with it!",Handker Bandanas,,,PCM Accessories,False,Title,Default Title,,,,,,,,HB-CHERR,42.5242846875,shopify,deny,manual,21.0,,True,True,,,,,'72336875,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/fd042ac5da4cb66b74a5ebd5d38c8dd7b1ce36338f0c7a336d2f6bd1b68ed0e1.png?v=1770056404,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,9.5,active,"type:dress, type:monitor, type:bandana, material:cotton, pattern:printed, use:everyday, use:outdoor, intent:sustainable-choice, need:organized, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:cherry, attr:handker, attr:designed, color:color, attr:premium, attr:hair, ai-flag:schema-complete"
handker-bandanas-no-103-dandy-bandana,Handker Bandanas - No. 103 Dandy Bandana,"Who doesn't fondly remember the sweet satisfaction of a puff of breath sending fluffy spores out onto the wind . . .  and out into the world? Dandelions are much maligned, but they are actually beautiful flowers; at first, they're pesky and resilient little bursts of bright yellow sunshine, but then they turn wistful and wishful when they go to seed. Our Dandy bandana captures the joy of this common yet magical lawn flora.

Color:  Pale pink background with green, blue, and gold

Material: 100% premium cotton

 Sizing: 22x22 inches

Designed in the U.S.

Printed in India

A bandana can be used in so many different ways! Use it as a handkerchief on hikes, wear it in your hair or on your clothes to spice up an outfit, or tie it around your pup's neck to make them look dashing. Have fun with it!",Handker Bandanas,,,PCM Accessories,False,Title,Default Title,,,,,,,,HB-DNDY,42.5242846875,shopify,deny,manual,21.0,,True,True,,,,,'72304107,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/ae37aff1c1d81b081a6b4fe9ff5d38e08526cf6f031f08d4eb483cf8310cd898.png?v=1770056397,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,9.5,active,"type:bandana, material:cotton, material:gold, pattern:floral, pattern:printed, use:everyday, use:outdoor, intent:sustainable-choice, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:breath-sending-fluffy, attr:sending-fluffy-spores, attr:handker, attr:dandy, attr:designed, color:color, ai-flag:schema-complete"
handker-bandanas-no-133-ingrid-bandana,Handker Bandanas - No. 133 Ingrid Bandana,"Do you know an Ingrid? She never misses a sunrise or sunset, because she wants to dream of those watercolor skies. She can read your future in the storm clouds and says she doesn’t really like tea unless there’s a splash of gin in it. As unpredictable as the wind, Ingrid is exactly the kind of big thinker you want by your side.

Color: Yellow-cream background with teal/turquoise, orchid purple, canary yellow, and orange accents

Material: 100% premium cotton

Sizing: 22x22 inches

Designed in the U.S.

Hand screen-printed in India

A bandana can be used in so many different ways! Use it as a handkerchief on hikes, wear it in your hair or on your clothes to spice up an outfit, or tie it around your pup's neck to make them look dashing. Have fun with it!",Handker Bandanas,,,PCM Accessories,False,Title,Default Title,,,,,,,,HB-INGR,42.5242846875,shopify,deny,manual,21.0,,True,True,,,,,'72173035,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/ef9680e004bdddc22e753178f656647223ea7985469bc95b92ba1587c0cd07ff.png?v=1770056393,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,9.5,active,"type:monitor, type:tea, type:bandana, material:cotton, pattern:printed, use:self-care, use:everyday, use:outdoor, intent:treat-yourself, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:ingrid, attr:handker, attr:sunrise-or-sunset, color:watercolor-skies, attr:designed, color:color, ai-flag:schema-complete"
handker-bandanas-no-111-winnie-bandana,Handker Bandanas - No. 111 Winnie Bandana,"Here’s Winnie! Winnie knows that wearing your heart on your sleeve is the bravest thing you can do. She’ll remember when you have a stressful work week coming up and text you a pep talk the morning of. She’ll fiercely defend you when a guy at the bar shoves past you without saying excuse me. You tease Winnie every time she cries during a sad commercial, but she doesn’t mind--she just flips you off then asks for a tissue.

Color: Green with orange and pink multi floral

Material: 100% premium cotton

Sizing: 22x22 inches

Designed in the U.S.

Hand screen-printed in India

A bandana can be used in so many different ways! Use it as a handkerchief on hikes, wear it in your hair or on your clothes to spice up an outfit, or tie it around your pup's neck to make them look dashing. Have fun with it!",Handker Bandanas,,,PCM Accessories,False,Title,Default Title,,,,,,,,HB-WINN,42.5242846875,shopify,deny,manual,21.0,,True,True,,,,,'72140267,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/cd7b2dc907ed09a9fbb366e391d5709691568cd4587d2c37e1c7bcf2219f9ae2.png?v=1770056389,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,9.5,active,"type:ring, type:monitor, type:tea, material:cotton, pattern:floral, pattern:printed, use:work, use:stress-relief, use:social-drinking, intent:sustainable-choice, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:winnie, attr:handker, attr:ll-fiercely-defend, attr:designed, color:color, attr:premium, ai-flag:schema-complete"
peter-and-june-ella-dangle-earrings-18k-gold-plated,Peter and June - Ella Dangle Earrings - 18K Gold Plated,"* 18k gold plated hook and dangle over brass
* hand made glass lampwork beads
* freshwater pearls
* water resistant
* dangles at about 2.7""
* lead / nickel free
* produced in the USA with materials ethically soured",Peter and June,,,PCM Accessories,False,Title,Default Title,,,,,,,,PJ-ELLA,0.0,shopify,deny,manual,38.5,,True,True,,,,,'52643307,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/c419e377d00cc4e1fc0b228be13397a08dd80d13bbdc5568ef563e9e81a9e637.jpg?v=1770054358,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,17.5,active,"type:earring, type:ring, material:glass, material:gold, material:brass, use:work, intent:sustainable-choice, need:waterproof, price-tier:mid-31-80, attr:peter-and-june, feature:resistant, attr:water, attr:material, ai-flag:schema-complete"
peter-and-june-lennox-dangle-earring-hand-made-murano-lilac-glass,Peter and June - Lennox Dangle Earring - Hand Made Murano Lilac Glass,"* 18k gold plated hook and dangle over brass
* hand made glass lampwork beads
* water resistant
* dangles at about 2.5"" 
* lead / nickel free
* produced in the USA with materials ethically soured",Peter and June,,,PCM Accessories,False,Title,Default Title,,,,,,,,PJ-LENN,45.359237,shopify,deny,manual,38.5,,True,True,,,,,'52610539,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/3b8799c574b4a1a8bcef58b02e83a8397dc3249976c7e49f30c51dd7e2e5658a.jpg?v=1770054352,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,17.5,active,"type:earring, type:ring, material:glass, material:gold, material:brass, use:work, intent:sustainable-choice, need:waterproof, price-tier:mid-31-80, attr:hand-made-murano, attr:made-murano-lilac, feature:resistant, attr:water, attr:material, ai-flag:schema-complete"
peter-and-june-celestial-hoops-18k-gold-plated,Peter and June - Celestial Hoops - 18K Gold Plated," * 18k gold plated 
 * plated stainless steel 
 * shell 
 * 1.3"" x 0.75"" 
 * waterproof 
 * made with materials ethically sourced ",Peter and June,,,PCM Accessories,False,Title,Default Title,,,,,,,,PJ-CLST,14.1747615625,shopify,deny,manual,30.0,,True,True,,,,,'52577771,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/ef25176bb7c3471129db626ca646cfa1383806c69e99ba7b52c828d055134c4c.jpg?v=1770054348,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,14.0,active,"type:t-shirt, material:gold, material:stainless-steel, use:everyday, intent:sustainable-choice, need:waterproof, price-tier:budget-0-30, attr:peter-and-june, attr:celestial-hoops, attr:made-with-materials, attr:water, attr:material, ai-flag:schema-complete"
peter-and-june-sayde-dangle-earrings-18k-gold-plated,Peter and June - Sayde Dangle Earrings - 18K Gold Plated,"* 18k gold plated hook and dangle over brass
* lampwork foil glass, carnelian, and zebra stone
* water resistant
* dangles at about 2.7""
* lead / nickel free
* produced in the USA with materials ethically soured",Peter and June,,,PCM Accessories,False,Title,Default Title,,,,,,,,PJ-SAYD,0.0,shopify,deny,manual,38.5,,True,True,,,,,'52512235,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/dd5c0185e38e440138f7fdaf865f6251a0792fd663eb2312ca40042e08881c6b.jpg?v=1770054345,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,17.5,active,"type:earring, type:ring, type:tincture, material:glass, material:gold, material:brass, pattern:animal-print, use:work, intent:sustainable-choice, need:waterproof, price-tier:mid-31-80, attr:peter-and-june, feature:resistant, attr:water, attr:material, ai-flag:schema-complete"
frem-lemon-shaped-leather-pouch-keychain-with-gold-clasp,Frem - Lemon-Shaped Leather Pouch Keychain with Gold Clasp,"Clean, bright, and thoughtfully designed—this lemon-inspired leather pouch keychain offers a refined take on a playful form. Made from high-quality textured leather, the compact round pouch features a stitched green leaf detail and a gold-tone clasp for seamless attachment to handbags, keyrings, or travel totes. Ideal for carrying small essentials, it brings understated charm to your everyday accessories.

Product Features:

 * Material: Genuine textured leather 
 * Design: Lemon silhouette with stitched green leaf 
 * Closure: Smooth zipper for secure storage 
 * Hardware: Gold-tone keyring with clip 
 * Dimensions: Compact and lightweight 
 * Use: Ideal for coins, earbuds, or other small essentials 
What Sets It Apart:

 * Minimalist citrus design with refined detailing 
 * Crafted from durable and elegant materials 
 * Clip-on function for versatile use 
 * A tasteful gift or subtle everyday accent ",Frem,,,PCM Accessories,False,Size,ONE,,Color,YE,,,,,F-P-LEMN,60.0,shopify,deny,manual,24.0,,True,True,,,,,'49530347,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/c50dfffe84ac29f0b5cb77b1e4da07dbf12d1bb5bc041b3464e85561f3bba07e.jpg?v=1770053781,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/c50dfffe84ac29f0b5cb77b1e4da07dbf12d1bb5bc041b3464e85561f3bba07e.jpg?v=1770053781,g,,10.0,active,"type:tote, type:handbag, type:keychain, silhouette:mini, size:one, color:ye, material:leather, material:gold, use:travel, use:gifting, use:everyday, intent:gift, intent:vacation-pack, intent:upgrade-wardrobe, intent:quick-outfit, intent:organize-essentials, intent:sustainable-choice, need:durable, need:lightweight, need:compact, need:multi-functional, problem:last-minute-gift, problem:travel-size, problem:no-outfit-for-occasion, price-tier:budget-0-30, attr:thoughtfully-designed, attr:playful-form, attr:designed, attr:material, ai-flag:schema-complete"
